,Name,StandDev,LastClosingVal
291,LUV,14.882131301571267,57.89
292,LYB,12.842514768791894,110.27
293,L,3.9425416289246087,47.86
294,MAA,14.978134928808473,87.93
295,MAC,9.901901624091538,60.19
296,MAR,23.140190184232864,139.64
297,MAS,6.76034614001724,42.69
298,MAT,8.731614396572725,17.0
299,MA,25.22736990659756,168.73
300,MCD,23.282746442788497,165.71
301,MCHP,16.402373138594108,82.91
302,MCK,33.36041637651212,152.83
303,MCO,23.47234697806216,157.98
304,MDLZ,5.146062936076118,44.05
305,MDT,11.90849029848445,81.35
306,MET,5.101765530372312,46.26
307,MGM,5.437735108944442,34.68
308,MHK,46.29382982807979,267.66
309,MKC,13.066306948742627,102.66
310,MLM,44.7815862094514,218.85
311,MMC,12.860279230807368,82.16
312,MMM,33.51200494679022,233.19
313,MNST,13.864696291348581,64.55
314,MON,9.667098165352284,120.41
315,MOS,11.892521536328623,25.25
316,MO,13.226145534231048,66.79
317,MPC,7.926560510477649,65.09
318,MRK,5.839426349260946,55.88
319,MRO,10.078050551907966,16.33
320,MSFT,14.852116785910045,89.61
321,MSI,10.713422985947428,102.63
322,MS,8.110814841935184,54.55
323,MTB,20.53636943476992,184.97
324,MTD,131.3972198958498,641.96
325,MU,9.515659284213799,42.01
326,MYL,10.143687351949685,40.45
327,M,14.399462982757925,24.76
328,NAVI,3.049881914498258,14.04
329,NBL,15.895205994244423,27.08
330,NCLH,10.317714212572687,57.74
331,NDAQ,15.323778179532127,77.27
332,NEE,22.17961977703598,148.09
333,NEM,7.302810909526676,37.03
334,NFLX,50.71601906483657,264.56
335,NFX,6.650370903980693,28.53
336,NI,8.029605937987801,23.09
337,NKE,10.599814138510853,65.63
338,NLSN,5.557540312214314,37.56
339,NOC,66.39592749504429,337.66
340,NOV,19.39992885886336,34.05
341,NRG,7.204036342392234,25.36
342,NSC,18.77949001548498,142.68
343,NTAP,7.332634563657741,57.63
344,NTRS,12.967461996445765,100.73
345,NUE,6.683945647961052,62.92
346,NVDA,59.62464184686514,228.8
347,NWL,8.701516459049685,29.46
348,NWSA,2.020552223655901,16.06
349,NWS,1.791032717688171,16.3
350,OKE,10.900167449037687,56.58
351,OMC,7.499834754846282,75.38
352,ORCL,4.9079129977864175,48.87
353,ORLY,59.09508035311537,252.08
354,OXY,12.270481471075895,69.87
355,O,8.134120345143364,48.92
356,PAYX,8.815469212388974,64.74
357,PBCT,1.6485125176250444,19.2
358,PCAR,6.857908590603413,68.69
359,PCG,8.651750647190648,39.48
360,PCLN,320.53347301874766,1882.68
361,PDCO,4.108933844180985,33.85
362,PEG,5.027218959392063,47.7
363,PEP,11.957181467741998,113.5
364,PFE,2.467187333827446,34.98
365,PFG,9.55678206040868,63.92
366,PGR,8.306723250516617,53.4
367,PG,5.204005705936271,81.84
368,PHM,3.7800758462438204,29.91
369,PH,26.51322914715976,183.31
370,PKG,20.311771671653155,117.13
371,PKI,10.743390423458642,75.77
372,PLD,8.387407991901997,60.04
373,PM,11.175541293483498,98.88
374,PNC,21.06840117128007,155.0
375,PNR,7.620387750078274,68.65
376,PNW,11.811733930330071,75.16
377,PPG,12.483935367629302,114.13
378,PPL,2.8263266492926244,30.27
379,PRGO,36.51729966910327,87.52
380,PRU,14.7273020313428,111.17
381,PSA,31.787355074945648,185.35
382,PSX,9.685889790396157,95.61
383,PVH,15.915870900361366,149.21
384,PWR,5.317456876580999,34.45
385,PXD,27.312645389265537,176.2
386,PX,11.823794579079204,150.01
387,PYPL,13.630945819819441,75.59
388,QCOM,9.051374139503318,65.04
389,QRVO,11.559184547201154,78.09
390,RCL,26.373241122410448,128.52
391,REGN,94.0693451165067,334.61
392,REG,9.109627809860685,57.53
393,RE,35.67536088060593,246.7
394,RF,2.54444101828321,18.96
395,RHI,7.579858349715012,56.22
396,RHT,20.410708660451647,128.81
397,RJF,13.650094734985867,91.05
398,RL,36.15267045501825,107.7
399,RMD,11.77459311309507,92.59
400,ROK,27.784121632029553,188.78
401,ROP,39.02309337532084,266.19
402,ROST,13.404463792192033,77.99
403,RRC,23.915274063148612,13.12
404,RSG,11.25265286229752,64.6
405,RTN,35.695864250919385,204.32
406,SBAC,22.635226067345453,166.51
407,SBUX,10.39186667343258,54.46
408,SCG,9.25240903694078,36.66
409,SCHW,8.213641279136743,52.03
410,SEE,8.587930920526125,44.36
411,SHW,64.52058470708288,403.48
412,SIG,26.843992277678197,50.14
413,SJM,14.40692489732113,119.83
414,SLB,11.65711564834638,69.75
415,SLG,11.30864078104268,92.86
416,SNA,28.142894972627076,166.63
417,SNI,8.8964294120931,87.2
418,SNPS,15.667949543102191,85.85
419,SO,3.42782937655985,43.34
420,SPGI,31.71417476542038,182.69
421,SPG,18.043975586949824,154.86
422,SRCL,22.77034684205023,72.84
423,SRE,10.58573030034933,104.09
424,STI,9.54650343980686,69.01
425,STT,11.350075997661875,103.52
426,STX,10.829188606033776,49.55
427,STZ,50.0888273484401,214.15
428,SWKS,28.74834044774656,101.35
429,SWK,24.874430155668374,159.74
430,SYF,3.6155552723332747,37.5
431,SYK,26.371189993060796,153.67
432,SYMC,3.6723630713960804,26.58
433,SYY,8.268056667606684,58.43
434,TAP,17.56692626748715,76.16
435,TDG,45.969057524169216,292.1
436,TEL,12.632595029347323,99.61
437,TGT,8.589569969855013,73.25
438,TIF,11.77448218606322,103.08
439,TJX,9.44651338710027,76.2
440,TMK,12.667347776206116,83.28
441,TMO,30.981685172979603,207.55
442,TPR,7.720088352953862,50.1
443,TRIP,19.306094908102786,41.05
444,TROW,8.63955685132252,106.52
445,TRV,15.984812988660272,142.14
446,TSCO,12.83924507542323,67.37
447,TSN,16.41721386827212,73.38
448,TSS,14.584579838392074,85.37
449,TWX,13.390564740088587,95.11
450,TXN,18.138774308841498,101.98
451,TXT,7.736621711651172,57.91
452,T,2.7938605095992437,36.93
453,UAA,11.06539198141581,13.26
454,UAL,13.805030003295538,65.36
455,UA,9.271893440716402,12.15
456,UDR,5.190962968408063,33.8
457,UHS,22.188218453517816,117.12
458,ULTA,67.15184610039532,218.06
459,UNH,45.89152545539664,225.82
460,UNM,7.537611547536992,50.58
461,UNP,15.908858593839385,128.96
462,UPS,9.616114886855861,111.91
463,URI,29.765134564758377,173.58
464,USB,5.904141966715012,54.8
465,UTX,10.333368211840913,131.97
466,VAR,11.135616485014493,116.92
467,VFC,9.75896477127189,80.47
468,VIAB,19.867809535098733,30.51
469,VLO,12.746009057749012,89.84
470,VMC,28.286917505420394,128.24
471,VNO,10.955148505575474,67.3
472,VRSK,10.255867660660465,94.69
473,VRSN,19.54834908476675,109.11
474,VRTX,28.040479932558355,155.67
475,VTR,6.285468527542937,52.97
476,VZ,2.595513314139028,51.01
477,V,19.985804740075867,119.65
478,WAT,30.624310456682068,201.98
479,WBA,13.136253237904754,71.53
480,WDC,18.76590985928773,83.71
481,WEC,8.447155958320028,59.86
482,WFC,5.912751050695319,57.54
483,WHR,23.004131273804752,171.52
484,WLTW,14.955707673418562,157.38
485,WMB,11.051211224237438,30.0
486,WMT,8.252901633744383,102.85
487,WM,13.530152977156483,81.73
488,WRK,8.770953028863028,64.42
489,WU,1.821213700700558,19.49
490,WYNN,44.29379858232227,177.32
491,WYN,14.414765947906771,118.72
492,WY,2.5399144789348442,34.52
493,XEC,19.14340354786135,105.91
494,XEL,6.76041159468958,42.46
495,XLNX,9.517797250536177,66.97
496,XL,3.8746934298534184,42.0
497,XOM,6.959474914706143,76.94
498,XRAY,7.5992687021916625,58.3
499,XRX,7.949465599025773,31.18
500,XYL,11.319674387256345,71.79
501,YUM,7.485003354291504,80.13
502,ZBH,15.05269865197451,120.78
503,ZION,7.673400820984961,54.02
504,ZTS,11.981390466321391,73.86
